hour,day_of_week,is_holiday,weather,traffic_level,active_orders,available_riders,avg_prep_time_min,zone_id,distance_km,hist_demand_trend,hist_cancel_rate,surge_multiplier,base_delivery_fee,final_delivery_fee,is_peak_hour
6,0,0,Rain,4,13,11,22.5,3,11.2,0.258,0.1533,1.768,53.64,94.84,1
19,6,0,Clear,4,21,10,19.1,7,2.6,0.368,0.0632,2.241,42.87,96.07,1
19,0,0,Rain,2,35,14,13.8,13,8.7,-0.333,0.3499,2.438,62.12,151.45,1
7,6,0,Storm,4,10,7,14.0,3,5.6,-1.602,0.0396,1.942,43.16,83.82,1
4,1,0,Cloudy,1,19,29,22.4,10,14.4,0.902,0.1599,1.241,66.75,82.84,0
7,3,0,Cloudy,3,13,19,20.6,7,5.5,1.037,0.2381,1.426,45.25,64.53,1
5,6,0,Rain,4,12,13,18.8,7,11.7,0.27,0.0114,1.62,61.59,99.78,1
17,0,0,Clear,3,27,30,14.9,14,4.1,1.563,0.2421,1.552,50.97,79.11,1
20,1,0,Rain,1,15,10,12.0,1,4.2,0.738,0.3095,1.785,38.95,69.53,1
1,5,0,Cloudy,4,7,10,17.3,3,2.4,-0.785,0.0997,1.324,34.36,45.49,0
17,5,0,Cloudy,4,19,17,16.0,3,6.2,-0.369,0.0974,1.587,42.09,66.8,1
18,6,0,Cloudy,2,23,30,17.5,13,2.3,-1.726,0.0743,1.223,49.04,59.98,0
14,0,0,Cloudy,1,11,20,19.2,3,11.9,-1.745,0.0808,1.247,54.2,67.59,0
20,5,0,Clear,5,28,9,19.2,5,2.0,0.49,0.0644,2.5,33.84,84.6,1
0,2,0,Cloudy,1,15,32,9.3,15,5.1,-0.36,0.039,1.105,55.86,61.73,0
16,3,0,Fog,2,23,31,22.8,13,3.4,-2.15,0.3341,1.35,51.44,69.44,0
3,6,0,Clear,3,20,22,17.7,8,2.8,-0.554,0.1436,1.389,39.45,54.8,0
21,6,0,Cloudy,3,15,6,21.0,1,5.2,-0.134,0.0402,2.288,36.13,82.67,1
11,1,0,Rain,3,9,5,5.0,1,14.1,-1.062,0.2917,2.097,52.51,110.11,1
2,3,0,Cloudy,2,14,24,21.5,9,6.2,-2.286,0.1324,1.238,48.95,60.6,0
17,1,0,Storm,2,36,12,16.6,14,4.0,-0.534,0.0321,2.5,54.28,135.7,1
17,4,0,Fog,5,12,9,13.7,2,1.6,-0.396,0.1173,1.779,30.54,54.33,1
11,5,0,Storm,4,21,10,18.2,10,3.7,-2.507,0.0989,2.462,48.89,120.37,1
7,2,0,Cloudy,1,8,18,21.7,1,2.0,0.007,0.1641,1.091,30.98,33.8,0
0,0,0,Clear,4,21,24,17.9,14,14.0,-0.486,0.2556,1.553,75.07,116.58,1
21,0,0,Cloudy,3,25,12,14.5,7,5.7,0.824,0.0472,2.213,47.87,105.94,1
4,0,0,Cloudy,1,13,11,15.1,3,15.4,1.107,0.1411,1.599,61.14,97.76,1
20,2,0,Clear,4,12,11,22.9,2,8.2,1.103,0.0729,1.651,42.13,69.56,1
14,6,0,Rain,2,19,14,19.4,4,2.2,-0.744,0.1579,1.768,33.78,59.72,1
16,1,0,Storm,2,16,9,20.6,1,2.7,-0.227,0.1225,2.087,34.25,71.48,1
16,2,0,Cloudy,1,29,29,18.9,14,3.3,2.347,0.1045,1.551,53.73,83.34,1
20,4,0,Cloudy,4,26,10,24.8,1,5.7,-1.669,0.2638,2.399,38.59,92.58,1
0,4,0,Clear,4,13,23,11.1,7,2.1,-1.377,0.1437,1.317,41.12,54.16,0
23,1,0,Fog,4,12,14,20.3,5,6.3,0.389,0.0827,1.467,46.11,67.64,1
1,0,0,Cloudy,3,13,31,16.9,10,6.0,-0.645,0.1418,1.218,53.42,65.07,0
23,1,0,Clear,3,17,28,12.3,15,2.6,-1.124,0.1353,1.213,51.32,62.25,0
6,1,0,Fog,3,4,13,24.0,2,2.3,0.253,0.06,1.233,32.95,40.63,0
20,0,0,Rain,1,49,28,16.2,11,5.1,-0.496,0.1315,1.908,49.08,93.64,1
2,3,0,Clear,4,16,31,15.6,15,3.0,0.779,0.2045,1.349,55.42,74.76,0
11,4,0,Cloudy,4,8,11,23.4,2,7.5,-1.551,0.1075,1.334,43.61,58.18,0
13,4,1,Cloudy,1,44,34,22.3,14,7.7,-0.324,0.104,1.754,63.18,110.82,1
22,6,0,Storm,5,22,8,18.0,11,6.8,-0.194,0.1415,2.5,56.32,140.8,1
2,2,0,Cloudy,3,7,19,10.3,10,8.2,-0.708,0.0735,1.239,57.35,71.06,0
0,4,0,Cloudy,2,6,31,19.8,10,5.5,-0.127,0.1235,1.054,49.32,51.98,0
15,6,0,Cloudy,1,22,27,15.2,10,6.6,-0.641,0.1026,1.222,53.29,65.12,0
1,0,0,Fog,5,14,10,11.9,7,3.4,1.285,0.1994,1.891,41.32,78.14,1
18,5,0,Clear,3,27,19,17.0,7,5.3,-0.199,0.0593,1.72,48.29,83.06,1
0,0,0,Cloudy,3,15,24,15.6,10,5.2,0.975,0.1117,1.362,51.92,70.72,0
23,3,0,Clear,1,16,20,14.6,6,10.2,-0.117,0.1744,1.281,56.01,71.75,0
12,5,0,Clear,4,26,24,9.0,12,6.9,1.356,0.1262,1.534,58.38,89.55,1
22,3,0,Rain,3,17,15,24.8,5,13.0,0.314,0.0294,1.727,58.22,100.55,1
3,3,1,Rain,2,21,20,20.8,13,2.8,-0.437,0.1737,1.629,50.46,82.2,1
6,4,0,Rain,3,7,13,23.3,4,2.8,0.418,0.1816,1.377,37.33,51.4,0
10,4,0,Cloudy,1,23,22,17.5,12,7.4,0.149,0.067,1.439,57.48,82.71,1
0,5,0,Rain,3,11,11,17.0,5,1.2,-1.131,0.1331,1.557,33.94,52.84,1
2,6,0,Cloudy,2,14,26,18.4,9,6.6,-0.206,0.1045,1.222,52.4,64.03,0
7,0,0,Clear,1,10,23,13.5,7,13.3,-2.741,0.1207,1.19,61.88,73.64,0
17,2,0,Cloudy,5,31,19,12.4,10,5.3,0.209,0.1298,1.96,50.55,99.08,1
17,5,0,Clear,2,18,25,18.0,13,6.8,-0.093,0.193,1.246,58.25,72.58,0
2,2,1,Cloudy,1,16,22,23.1,10,9.9,-0.543,0.2331,1.397,59.09,82.55,0
1,3,0,Cloudy,2,5,15,19.5,1,5.3,0.358,0.0829,1.13,36.99,41.8,0
15,5,0,Clear,2,14,25,16.3,9,2.4,1.747,0.0905,1.295,43.93,56.89,0
8,6,0,Cloudy,1,18,23,20.0,8,25.0,0.796,0.3242,1.342,89.34,119.89,0
19,1,0,Cloudy,3,39,22,9.1,10,6.9,-0.149,0.2191,1.949,54.7,106.61,1
7,6,0,Cloudy,3,11,15,13.6,4,4.3,-0.457,0.1409,1.387,40.29,55.88,0
8,4,0,Clear,2,13,14,11.7,3,8.0,-0.408,0.1515,1.355,49.41,66.95,0
5,0,0,Fog,4,14,17,18.8,9,13.2,-1.278,0.1506,1.577,65.24,102.88,1
6,6,0,Rain,2,7,14,14.1,7,5.3,0.955,0.1774,1.305,47.55,62.05,0
16,2,1,Clear,1,25,22,14.7,10,5.6,0.836,0.1611,1.635,49.94,81.65,1
11,1,0,Cloudy,1,23,23,15.8,7,5.3,1.41,0.3209,1.445,48.54,70.14,1
15,3,0,Clear,4,23,17,21.2,8,6.9,1.688,0.1877,1.744,49.74,86.75,1
1,4,0,Fog,2,13,22,12.4,9,1.7,0.722,0.1013,1.227,42.56,52.22,0
12,3,0,Rain,5,26,7,15.1,2,7.0,-0.927,0.1649,2.5,41.64,104.1,1
11,0,0,Cloudy,1,19,23,6.9,7,4.0,0.34,0.2643,1.312,41.88,54.95,0
21,5,1,Clear,3,32,15,14.3,6,2.6,-0.506,0.0175,2.231,38.86,86.7,1
10,2,0,Clear,2,4,8,21.4,1,6.9,0.902,0.0432,1.2,39.98,47.98,0
2,0,0,Fog,5,8,12,25.7,3,3.1,1.802,0.0785,1.529,36.22,55.38,1
16,3,1,Cloudy,3,36,24,12.5,13,3.8,0.418,0.0768,1.943,53.52,103.99,1
3,4,0,Clear,2,17,35,18.2,12,4.4,-0.291,0.1909,1.15,51.63,59.37,0
21,0,0,Cloudy,1,32,25,17.1,6,4.4,-0.23,0.1915,1.52,43.39,65.95,1
9,6,0,Cloudy,3,25,21,17.6,11,3.6,2.039,0.1749,1.68,50.07,84.12,1
18,4,0,Clear,2,29,28,27.9,13,2.5,-0.007,0.0786,1.452,48.17,69.94,1
15,6,0,Cloudy,1,18,34,19.9,12,1.9,-0.587,0.0763,1.183,44.8,53.0,0
11,4,1,Clear,2,24,21,21.2,9,3.8,-0.27,0.1119,1.603,47.28,75.79,1
14,0,1,Cloudy,3,10,12,11.9,4,7.2,1.099,0.0689,1.547,44.59,68.98,1
4,1,1,Fog,2,13,26,23.3,8,4.7,-0.353,0.1886,1.299,43.89,57.01,0
1,6,0,Cloudy,3,11,25,12.7,13,6.2,-0.514,0.1643,1.256,58.78,73.83,0
18,3,0,Rain,3,46,24,17.2,13,3.6,-1.846,0.1508,2.109,52.07,109.82,1
23,0,0,Clear,1,12,24,28.5,4,10.5,-0.886,0.0699,1.121,53.09,59.51,0
20,0,0,Rain,3,38,24,19.6,14,3.8,-2.488,0.0305,1.79,51.64,92.44,1
7,3,0,Cloudy,3,20,28,15.4,13,1.5,1.206,0.0946,1.312,47.1,61.8,0
8,4,0,Clear,3,22,14,15.7,4,2.9,0.015,0.1791,1.803,38.07,68.64,1
8,1,0,Cloudy,3,17,15,18.6,4,7.7,-1.041,0.0907,1.51,43.66,65.93,1
16,1,1,Clear,4,34,28,17.1,13,5.4,0.582,0.1919,1.793,53.76,96.39,1
14,4,0,Rain,3,14,9,19.5,4,9.4,1.649,0.1601,2.005,50.71,101.67,1
19,3,0,Rain,1,52,24,20.7,15,7.0,-0.921,0.0048,2.234,63.37,141.57,1
22,0,0,Clear,5,20,16,19.2,9,4.5,-1.461,0.2047,1.758,49.17,86.44,1
9,0,0,Cloudy,4,30,18,22.7,11,2.6,-0.248,0.0444,1.945,45.12,87.76,1
15,1,0,Clear,4,23,13,20.6,6,4.7,0.215,0.1757,2.024,42.5,86.02,1
12,3,0,Clear,2,26,23,18.2,9,4.0,-0.985,0.0083,1.452,45.39,65.91,1
22,2,0,Clear,3,28,31,12.2,13,2.6,-0.321,0.0362,1.418,46.56,66.02,1
8,0,0,Cloudy,5,18,12,15.6,5,6.0,0.656,0.0957,1.821,46.52,84.71,1
4,6,0,Rain,5,15,12,15.7,6,4.0,-1.698,0.1298,1.806,41.16,74.33,1
9,4,0,Fog,2,17,24,15.4,8,8.1,0.497,0.0873,1.37,55.99,76.71,0
14,4,0,Cloudy,4,31,23,18.7,13,12.1,0.964,0.0409,1.795,69.44,124.64,1
22,1,0,Clear,3,30,32,28.2,14,3.0,1.059,0.3928,1.507,53.33,80.37,1
19,4,0,Cloudy,1,47,33,12.5,14,6.4,-0.539,0.2405,1.585,57.62,91.33,1
0,6,0,Clear,5,6,12,15.1,4,3.9,1.0,0.1192,1.369,37.46,51.28,0
12,4,0,Cloudy,2,31,22,16.2,10,2.0,-0.706,0.0884,1.646,41.48,68.28,1
3,2,0,Cloudy,2,19,25,13.4,13,5.1,-0.607,0.1218,1.281,53.74,68.84,0
8,2,0,Clear,4,32,20,17.9,9,2.1,-0.333,0.2396,1.884,43.88,82.67,1
22,6,0,Clear,4,21,21,28.1,8,4.8,-0.003,0.1363,1.491,46.64,69.54,1
23,0,0,Clear,2,17,20,23.9,13,6.5,1.141,0.1396,1.361,55.35,75.33,0
3,1,0,Clear,4,7,19,8.8,12,16.2,0.806,0.0707,1.314,75.84,99.65,0
3,0,0,Rain,1,11,21,25.7,9,4.5,-0.946,0.1967,1.329,47.45,63.06,0
16,4,0,Clear,3,23,18,11.5,14,5.5,-0.529,0.1062,1.669,55.91,93.31,1
9,3,0,Rain,2,36,24,18.2,10,3.4,0.436,0.1682,1.84,45.17,83.11,1
10,0,0,Cloudy,3,19,21,16.8,9,14.1,1.623,0.1523,1.558,66.27,103.25,1
20,6,1,Clear,2,41,24,15.7,10,9.5,0.576,0.224,2.053,59.53,122.22,1
22,3,0,Clear,4,20,19,18.8,4,2.0,-1.142,0.0515,1.523,36.88,56.17,1
21,1,0,Storm,3,19,8,25.9,4,2.1,-0.851,0.0447,2.483,35.72,88.69,1
18,6,1,Cloudy,4,36,23,13.2,12,10.1,-0.597,0.0182,1.958,64.13,125.57,1
23,4,0,Clear,4,8,12,14.8,2,3.2,0.957,0.3319,1.308,35.1,45.91,0
17,0,0,Cloudy,4,16,8,18.5,1,3.8,-0.249,0.1084,2.136,35.95,76.79,1
21,5,0,Clear,5,12,7,13.6,3,3.6,0.551,0.0792,1.945,36.24,70.49,1
12,0,0,Cloudy,3,20,15,25.4,4,2.6,-0.754,0.1361,1.607,36.11,58.03,1
1,6,0,Clear,4,13,12,15.5,9,6.4,0.1,0.145,1.57,52.15,81.88,1
19,2,0,Clear,2,19,13,15.3,1,3.5,1.757,0.3929,1.802,36.38,65.56,1
22,2,0,Cloudy,5,11,15,14.4,4,5.1,0.748,0.2329,1.432,40.46,57.94,1
7,0,0,Cloudy,4,6,9,23.2,1,2.5,-0.751,0.1794,1.312,31.7,41.59,0
10,6,0,Cloudy,1,28,34,14.7,15,1.7,0.407,0.2076,1.289,48.68,62.75,0
13,3,0,Storm,4,31,16,15.5,11,9.4,0.96,0.1195,2.304,60.89,140.29,1
15,4,0,Clear,3,13,13,16.7,3,7.4,2.378,0.0459,1.564,46.64,72.94,1
16,5,0,Cloudy,3,10,8,19.3,1,5.5,-1.202,0.0791,1.627,34.33,55.85,1
9,3,0,Rain,1,25,40,16.4,13,3.4,-0.137,0.2474,1.294,51.98,67.26,0
20,2,0,Cloudy,3,34,19,16.4,9,8.7,-0.042,0.1239,2.081,58.79,122.34,1
19,5,0,Rain,3,42,24,23.5,11,9.2,0.929,0.0867,2.126,59.29,126.05,1
22,3,0,Cloudy,4,24,21,28.9,14,2.0,0.029,0.1167,1.609,49.45,79.57,1
13,1,0,Clear,2,42,26,17.0,15,3.2,0.769,0.1305,1.816,52.44,95.23,1
1,5,0,Storm,3,12,11,12.0,7,7.6,0.762,0.1031,1.747,51.1,89.27,1
20,5,0,Clear,3,24,10,20.8,4,5.7,-0.022,0.1116,2.289,43.2,98.88,1
1,1,0,Cloudy,1,16,24,17.9,9,10.8,1.692,0.3097,1.326,59.21,78.51,0
4,4,1,Cloudy,3,28,19,20.0,13,2.4,-1.393,0.0977,1.777,49.6,88.14,1
6,6,0,Cloudy,5,23,15,20.3,12,6.7,0.432,0.2345,1.838,57.82,106.27,1
4,5,0,Cloudy,1,11,18,22.8,8,5.1,0.649,0.5026,1.207,44.81,54.09,0
17,1,1,Rain,4,17,10,22.4,6,3.3,-0.198,0.3095,2.071,41.33,85.59,1
10,5,0,Rain,3,13,12,13.9,5,3.3,-0.314,0.1977,1.633,35.73,58.35,1
5,0,0,Cloudy,2,8,11,18.0,2,4.9,0.577,0.295,1.366,37.96,51.85,0
0,4,0,Cloudy,3,9,12,15.3,8,2.8,0.055,0.2061,1.378,41.23,56.81,0
5,3,0,Clear,2,15,32,28.1,12,4.5,-2.126,0.1525,1.179,50.13,59.1,0
16,0,0,Rain,5,31,11,17.7,9,4.5,0.957,0.1139,2.5,49.78,124.45,1
19,5,1,Fog,3,42,31,21.9,7,10.6,0.334,0.1649,1.816,53.81,97.72,1
7,2,0,Clear,3,16,11,13.3,2,10.3,-0.202,0.0464,1.749,47.08,82.34,1
1,5,0,Clear,5,16,11,7.9,5,9.2,0.04,0.1159,1.792,51.55,92.38,1
13,6,0,Fog,2,21,19,16.6,11,7.1,0.984,0.127,1.546,55.13,85.23,1
18,4,1,Cloudy,5,17,9,12.2,5,3.7,-1.768,0.2697,2.22,37.81,83.94,1
1,4,0,Rain,4,3,15,13.3,3,6.2,1.284,0.1002,1.318,40.05,52.79,0
19,0,0,Cloudy,3,33,21,18.6,9,3.9,0.786,0.1802,1.811,46.24,83.74,1
4,6,1,Cloudy,2,16,24,24.0,8,5.6,1.157,0.124,1.443,46.98,67.79,1
6,4,0,Clear,1,10,18,16.8,6,4.5,-0.494,0.2514,1.254,43.56,54.62,0
14,2,0,Rain,5,22,17,23.5,9,4.6,-0.56,0.0861,1.776,47.44,84.25,1
1,0,0,Cloudy,3,9,19,17.0,9,3.5,-0.382,0.3304,1.22,45.45,55.45,0
7,3,0,Cloudy,3,10,10,9.7,1,6.7,-0.396,0.2305,1.473,40.11,59.08,1
3,6,0,Cloudy,3,12,25,14.8,11,4.1,-0.398,0.079,1.233,49.82,61.43,0
5,6,0,Fog,4,11,12,27.3,6,16.7,0.292,0.2807,1.565,69.85,109.32,1
18,0,0,Rain,2,16,12,18.7,3,7.9,0.406,0.2177,1.78,45.16,80.38,1
5,5,0,Clear,3,13,22,10.1,10,5.9,0.087,0.038,1.31,49.54,64.9,0
1,0,0,Clear,4,13,15,10.0,14,8.5,0.562,0.0983,1.501,62.43,93.71,1
5,2,0,Clear,4,8,12,17.9,2,16.8,0.083,0.099,1.452,59.0,85.67,1
2,3,0,Storm,4,8,6,14.0,2,5.1,-0.329,0.1901,1.905,35.38,67.4,1
14,0,0,Clear,3,19,16,23.8,3,6.5,-0.07,0.0964,1.614,41.3,66.66,1
23,0,0,Rain,2,13,16,13.8,8,5.8,-1.319,0.0363,1.407,49.25,69.29,1
4,6,0,Cloudy,2,13,25,25.9,15,5.4,-0.087,0.115,1.301,57.06,74.24,0
17,4,0,Rain,3,14,5,18.4,2,6.3,-0.169,0.1176,2.495,38.62,96.36,1
8,5,0,Rain,4,25,13,17.4,10,5.0,-0.845,0.1129,2.097,51.95,108.94,1
1,3,0,Clear,3,8,14,13.4,5,5.8,-0.382,0.1515,1.235,44.07,54.43,0
16,3,0,Cloudy,5,18,18,19.9,13,2.6,-0.049,0.3512,1.488,49.5,73.66,1
5,0,1,Clear,2,14,19,22.0,11,3.3,-1.908,0.1033,1.396,47.63,66.49,0
12,3,0,Clear,3,20,14,16.5,7,4.8,1.465,0.1227,1.84,45.81,84.29,1
12,5,1,Clear,3,34,32,15.8,15,1.8,-0.783,0.0105,1.602,51.29,82.17,1
14,1,0,Storm,5,18,7,23.6,3,2.8,-2.543,0.129,2.5,34.84,87.1,1
3,3,0,Clear,2,9,15,21.0,3,4.0,0.98,0.3757,1.264,38.44,48.59,0
6,2,0,Clear,2,10,19,31.3,10,3.0,-1.352,0.0516,1.221,45.89,56.03,0
17,6,0,Clear,3,15,20,18.5,6,5.7,-2.079,0.0992,1.279,43.93,56.19,0
22,1,1,Clear,4,11,12,19.0,2,9.0,-0.462,0.2805,1.507,46.29,69.76,1
0,0,0,Clear,2,13,17,12.5,7,2.5,-0.221,0.1415,1.289,42.43,54.69,0
9,1,0,Rain,3,14,10,13.9,3,3.0,-1.513,0.1694,1.787,34.42,61.51,1
21,1,0,Rain,1,47,28,22.7,14,4.6,-1.178,0.1004,1.852,52.55,97.32,1
6,5,0,Cloudy,5,12,10,11.8,5,3.2,0.308,0.1688,1.689,37.22,62.86,1
10,1,0,Storm,2,22,17,22.9,10,3.5,1.09,0.2093,1.812,46.72,84.66,1
21,2,0,Clear,2,36,16,17.1,9,4.9,-0.021,0.0828,2.107,48.22,101.6,1
23,1,1,Cloudy,3,23,22,28.3,9,19.1,2.161,0.1752,1.769,76.56,135.43,1
15,5,0,Cloudy,1,8,15,21.9,1,2.5,-0.778,0.2919,1.125,29.32,32.98,0
16,4,0,Rain,5,30,16,12.1,15,7.7,0.349,0.1012,2.219,60.46,134.16,1
14,3,0,Clear,3,13,20,12.2,6,4.3,-1.142,0.0919,1.282,43.06,55.2,0
6,5,1,Cloudy,3,9,13,11.2,3,4.5,1.6,0.3909,1.517,35.67,54.11,1
21,0,1,Clear,2,24,22,26.2,9,3.2,1.856,0.111,1.632,42.87,69.96,1
0,4,1,Clear,2,14,18,19.4,9,5.8,-0.547,0.0319,1.435,48.76,69.97,1
1,2,0,Cloudy,2,13,21,18.0,8,4.7,-0.307,0.0075,1.19,47.38,56.38,0
14,2,0,Clear,1,21,26,20.6,8,4.1,-0.264,0.1032,1.35,44.68,60.32,0
20,1,0,Storm,3,42,14,11.5,9,11.7,-0.476,0.2008,2.5,60.15,150.38,1
19,0,0,Fog,3,30,14,17.4,5,3.0,-1.692,0.011,2.218,38.47,85.33,1
16,4,0,Cloudy,3,28,24,18.0,15,3.7,-2.058,0.0862,1.433,54.64,78.3,1
9,5,1,Fog,3,18,19,28.9,8,3.1,0.785,0.2043,1.55,40.06,62.09,1
8,6,0,Cloudy,5,25,23,19.2,15,2.6,-0.19,0.1961,1.606,53.82,86.43,1
10,1,0,Clear,3,18,19,24.0,9,3.0,-0.559,0.0426,1.467,42.67,62.6,1
6,5,0,Storm,3,24,19,22.0,13,3.5,0.107,0.0902,1.841,51.76,95.29,1
10,0,0,Clear,2,16,22,19.7,11,3.6,1.792,0.0925,1.329,46.99,62.45,0
2,5,1,Clear,3,21,22,8.8,10,6.7,-0.593,0.0814,1.56,53.09,82.82,1
7,3,0,Clear,4,26,21,20.4,13,2.2,-1.858,0.1015,1.612,48.86,78.76,1
22,6,0,Rain,5,20,15,13.8,5,3.6,-1.963,0.0373,1.76,39.12,68.85,1
16,0,0,Clear,1,15,18,13.4,2,7.1,-0.395,0.1239,1.235,40.83,50.43,0
3,5,0,Rain,1,18,28,13.1,9,12.3,-1.417,0.4495,1.354,61.14,82.78,0
6,3,0,Rain,5,13,9,20.5,4,5.5,-0.858,0.1441,1.963,42.46,83.35,1
6,3,0,Storm,3,18,15,16.6,11,12.2,-1.04,0.2113,1.833,69.3,127.03,1
6,3,0,Storm,3,10,11,20.2,5,7.2,1.295,0.1439,1.656,45.55,75.43,1
16,4,0,Clear,5,23,11,13.1,6,5.1,-0.995,0.1125,2.23,41.54,92.63,1
21,4,0,Cloudy,1,34,26,15.6,9,4.9,1.969,0.1396,1.657,48.53,80.41,1
17,2,0,Storm,2,37,16,19.3,8,3.3,0.34,0.0686,2.468,42.47,104.82,1
11,3,1,Clear,4,35,22,10.5,11,3.2,0.841,0.1435,1.949,47.68,92.93,1
3,0,0,Fog,3,14,18,19.0,8,3.2,-0.79,0.4427,1.424,45.86,65.3,1
3,5,0,Rain,3,17,28,16.6,13,7.0,0.974,0.1634,1.446,58.56,84.68,1
19,4,0,Fog,5,45,26,20.4,12,3.8,-1.141,0.0784,2.046,51.58,105.53,1
16,3,0,Clear,3,11,10,15.2,2,4.8,-0.001,0.0931,1.542,37.2,57.36,1
12,5,0,Clear,1,21,14,22.0,2,10.8,0.465,0.181,1.762,48.42,85.32,1
13,1,0,Fog,1,22,26,16.8,10,5.0,0.97,0.017,1.355,51.74,70.11,0
20,1,1,Clear,4,39,27,13.0,13,7.5,0.253,0.0627,1.99,58.02,115.46,1
19,6,0,Storm,5,33,9,19.3,5,4.2,0.551,0.0148,2.5,40.93,102.32,1
2,6,0,Clear,2,10,16,19.3,6,4.8,-0.636,0.0356,1.249,44.1,55.08,0
9,5,1,Clear,2,20,6,17.9,4,3.0,0.29,0.0503,2.5,35.45,88.62,1
1,0,0,Cloudy,1,10,26,20.8,9,7.2,0.479,0.3152,1.15,54.35,62.5,0
9,3,0,Storm,1,32,22,24.3,8,4.2,1.319,0.139,1.917,46.35,88.85,1
15,5,0,Cloudy,2,12,10,18.7,1,9.2,-0.626,0.0755,1.549,44.11,68.33,1
5,0,0,Cloudy,5,11,19,22.2,7,6.5,-2.073,0.0592,1.401,47.91,67.12,1
3,6,1,Clear,1,11,24,22.3,7,5.5,0.704,0.1788,1.323,45.86,60.67,0
11,5,0,Clear,1,17,34,12.6,10,8.6,-0.88,0.4191,1.177,58.44,68.78,0
12,2,0,Rain,5,30,15,10.8,9,4.2,2.376,0.1141,2.352,42.86,100.81,1
17,3,0,Rain,1,18,16,12.8,8,2.4,0.48,0.3114,1.57,41.56,65.25,1
0,6,1,Storm,2,22,21,20.6,11,12.1,-0.079,0.0621,1.727,66.58,114.98,1
5,5,0,Clear,3,8,14,23.6,5,6.2,0.024,0.0069,1.179,45.69,53.87,0
18,5,1,Clear,2,27,24,28.2,8,3.5,0.391,0.2036,1.543,44.35,68.43,1
16,6,0,Cloudy,3,12,22,16.5,5,4.6,-0.367,0.2674,1.179,41.6,49.05,0
21,5,1,Cloudy,3,28,19,18.8,9,4.9,-0.106,0.2039,1.798,50.63,91.03,1
19,6,0,Cloudy,3,21,20,12.8,8,5.3,1.328,0.1587,1.608,44.96,72.3,1
20,6,0,Clear,1,43,40,13.8,10,8.3,-2.114,0.0532,1.496,58.49,87.5,1
12,0,0,Rain,4,35,16,24.3,12,3.4,-1.798,0.065,2.326,52.44,121.98,1
23,4,0,Cloudy,2,14,20,20.4,9,2.9,-1.336,0.0515,1.164,44.05,51.27,0
9,2,0,Rain,5,17,10,15.1,7,4.1,0.798,0.0758,2.111,45.83,96.75,1
21,3,0,Clear,4,39,17,20.3,12,6.5,-0.861,0.1601,2.187,55.68,121.77,1
9,1,0,Clear,1,31,29,21.6,11,4.2,-1.324,0.0796,1.402,49.93,70.0,1
10,4,0,Clear,4,15,18,20.1,12,10.1,0.448,0.1063,1.519,64.08,97.34,1
16,5,0,Cloudy,2,26,31,14.9,9,4.8,-0.793,0.1636,1.34,50.88,68.18,0
9,2,0,Cloudy,1,22,21,23.5,8,1.7,-0.265,0.0926,1.438,40.48,58.21,1
3,4,0,Clear,1,16,25,14.3,12,5.9,0.562,0.2362,1.256,54.38,68.3,0
21,2,0,Cloudy,4,29,20,21.7,12,1.2,0.89,0.1399,1.773,46.58,82.59,1
10,5,0,Cloudy,2,23,31,24.0,15,4.7,0.661,0.2559,1.319,57.37,75.67,0
22,0,0,Clear,2,27,21,23.5,6,2.1,0.777,0.0429,1.642,40.03,65.73,1
9,6,0,Clear,4,19,9,17.9,5,3.6,-0.423,0.1663,2.196,38.2,83.89,1
23,2,0,Cloudy,5,23,22,22.1,14,4.1,-1.884,0.0309,1.577,52.09,82.15,1
14,3,1,Clear,4,19,7,17.1,2,8.8,0.276,0.0215,2.5,47.89,119.72,1
18,5,0,Clear,5,17,10,15.6,5,1.5,-1.49,0.1749,1.978,32.6,64.48,1
18,0,0,Cloudy,1,31,21,11.3,13,8.2,-1.309,0.1787,1.662,59.74,99.29,1
4,6,0,Clear,3,6,13,5.0,3,4.5,1.025,0.0183,1.271,36.25,46.07,0
19,4,0,Rain,2,23,12,9.2,1,8.0,-0.572,0.1076,2.098,42.62,89.42,1
22,6,0,Cloudy,3,17,22,22.9,7,5.7,1.065,0.1496,1.373,46.45,63.78,0
15,3,0,Clear,5,18,18,19.4,9,2.7,-0.532,0.1464,1.518,41.7,63.3,1
22,1,0,Clear,5,12,10,22.0,2,4.0,-0.811,0.1648,1.612,34.31,55.31,1
20,4,0,Clear,3,19,10,14.7,2,3.4,-1.845,0.2993,1.934,35.85,69.33,1
15,4,0,Storm,4,22,19,18.9,12,3.9,2.137,0.143,1.955,52.34,102.32,1
11,6,1,Clear,4,34,21,22.4,13,11.6,0.292,0.0685,2.084,68.76,143.3,1
20,4,1,Clear,3,32,25,20.4,11,2.5,-1.158,0.3471,1.72,43.37,74.6,1
4,2,0,Rain,3,8,10,14.8,4,13.0,-1.918,0.0936,1.475,55.75,82.23,1
13,1,0,Clear,4,42,25,9.1,15,8.5,0.78,0.1314,2.012,64.28,129.33,1
19,2,1,Clear,2,31,29,15.8,13,9.6,-1.53,0.3125,1.585,63.86,101.22,1
22,4,0,Rain,2,20,21,13.5,6,1.5,-0.496,0.0777,1.506,36.3,54.67,1
6,2,0,Cloudy,4,4,6,17.1,7,2.6,-0.289,0.2981,1.33,40.71,54.14,0
2,2,0,Clear,4,11,10,8.7,5,3.0,0.485,0.1936,1.615,37.85,61.13,1
